name,id,time,event
hands@pour@unknown_chemical,0,2,"[0.23255813953488372, 11.11111111111111, 0.3333333333333333, 0]"
hands@pour@unknown_chemical,0,3,"[0, 0, 0.39999999999999997, 0]"
hands@pour@unknown_chemical,0,4,"[0, 11.11111111111111, 0.5333333333333333, 0]"
hands@pour@unknown_chemical,0,5,"[0, 0, 0.13333333333333333, 0]"
hands@pour@unknown_chemical,0,6,"[0, 0, 0.3333333333333333, 0]"
hands@pour@unknown_chemical,0,8,"[0, 11.11111111111111, 0.13333333333333333, 0]"
hands@pour@unknown_chemical,0,9,"[0, 0, 0.06666666666666667, 0]"
hands@pour@unknown_chemical,0,15,"[0, 0, 0.06666666666666667, 0]"
hands@pour@unknown_chemical,0,17,"[0, 0, 0.26666666666666666, 0]"
hands@pour@unknown_chemical,0,18,"[0, 0, 0.2, 0]"
hands@pour@unknown_chemical,0,19,"[0, 0, 0.13333333333333333, 0]"
hands@pour@unknown_chemical,0,20,"[0, 11.11111111111111, 0.26666666666666666, 0]"
hands@pour@unknown_chemical,0,21,"[0, 11.11111111111111, 0.2, 0]"
hands@pour@unknown_chemical,0,22,"[0, 0, 0.06666666666666667, 0]"
hands@pour@unknown_chemical,0,24,"[0.23255813953488372, 0, 0.3333333333333333, 0]"
hands@pour@unknown_chemical,0,25,"[0, 0, 0.2, 0]"
hands@pour@unknown_chemical,0,26,"[0, 0, 0.06666666666666667, 0]"
hands@pour@unknown_chemical,0,27,"[0.23255813953488372, 0, 0, 0]"
hands@pour@unknown_chemical,0,29,"[0, 0, 0.06666666666666667, 0]"
hands@pour@unknown_chemical,0,33,"[0, 0, 0.2, 0]"
hands@pour@unknown_chemical,0,38,"[0, 0, 0.06666666666666667, 0]"
hands@pour@unknown_chemical,0,39,"[0, 0, 0.13333333333333333, 0]"
hands@pour@unknown_chemical,0,40,"[0, 0, 0.2, 0]"
detectives@be currently_work to gather@video,1,2,"[1.1627906976744187, 11.11111111111111, 0.6666666666666666, 0]"
detectives@be currently_work to gather@video,1,3,"[1.1627906976744187, 11.11111111111111, 0.6, 0]"
detectives@be currently_work to gather@video,1,4,"[0.6976744186046512, 0, 0.39999999999999997, 0]"
detectives@be currently_work to gather@video,1,9,"[0, 0, 0.26666666666666666, 0]"
detectives@be currently_work to gather@video,1,15,"[0, 0, 0.4666666666666666, 0]"
detectives@be currently_work to gather@video,1,16,"[0.23255813953488372, 0, 0.39999999999999997, 0]"
detectives@be currently_work to gather@video,1,17,"[0.23255813953488372, 0, 0.4666666666666666, 0]"
detectives@be currently_work to gather@video,1,18,"[0.46511627906976744, 0, 0.6, 0]"
detectives@be currently_work to gather@video,1,19,"[0, 0, 0.39999999999999997, 0]"
detectives@be currently_work to gather@video,1,20,"[0.6976744186046512, 0, 0.4666666666666666, 0]"
detectives@be currently_work to gather@video,1,21,"[0.23255813953488372, 0, 0.26666666666666666, 0]"
detectives@be currently_work to gather@video,1,22,"[0, 0, 0.39999999999999997, 0]"
detectives@be currently_work to gather@video,1,23,"[0.46511627906976744, 0, 0.7333333333333333, 0]"
detectives@be currently_work to gather@video,1,24,"[0, 0, 0.6666666666666666, 0]"
detectives@be currently_work to gather@video,1,25,"[0.23255813953488372, 0, 0.26666666666666666, 0]"
detectives@be currently_work to gather@video,1,27,"[0, 0, 0.06666666666666667, 0]"
detectives@be currently_work to gather@video,1,28,"[0.23255813953488372, 0, 0, 0]"
detectives@be currently_work to gather@video,1,29,"[0.23255813953488372, 0, 0, 0]"
detectives@be currently_work to gather@video,1,39,"[0, 0, 0.13333333333333333, 0]"
detectives@be currently_work to gather@video,1,45,"[0, 11.11111111111111, 0.13333333333333333, 0]"
chicago_police@say@statement,2,2,"[1.1627906976744187, 0, 0.39999999999999997, 16.666666666666668]"
chicago_police@say@statement,2,3,"[1.627906976744186, 11.11111111111111, 1.3333333333333333, 0]"
chicago_police@say@statement,2,4,"[0.6976744186046512, 0, 1.2666666666666666, 0]"
chicago_police@say@statement,2,5,"[0, 0, 0.13333333333333333, 0]"
chicago_police@say@statement,2,6,"[0.6976744186046512, 0, 0.7999999999999999, 0]"
chicago_police@say@statement,2,7,"[0.23255813953488372, 0, 0.06666666666666667, 0]"
chicago_police@say@statement,2,8,"[0.23255813953488372, 0, 0.3333333333333333, 0]"
chicago_police@say@statement,2,9,"[0, 0, 0.2, 0]"
chicago_police@say@statement,2,10,"[0, 0, 0.06666666666666667, 0]"
chicago_police@say@statement,2,15,"[0.23255813953488372, 0, 0.39999999999999997, 0]"
chicago_police@say@statement,2,16,"[0.9302325581395349, 0, 0.39999999999999997, 0]"
chicago_police@say@statement,2,17,"[0.23255813953488372, 0, 0.3333333333333333, 0]"
chicago_police@say@statement,2,18,"[1.1627906976744187, 11.11111111111111, 1.4, 0]"
chicago_police@say@statement,2,19,"[0.9302325581395349, 0, 0.4666666666666666, 0]"
chicago_police@say@statement,2,20,"[1.8604651162790697, 11.11111111111111, 1.2666666666666666, 0]"
chicago_police@say@statement,2,21,"[0.6976744186046512, 0, 1.4, 16.666666666666668]"
