name,id,time,event
military@say@iran,0,3,"[1.762632197414806, 0, 2.3000000000000007, 0]"
military@say@iran,0,4,"[9.400705052878966, 0, 3.800000000000002, 0]"
military@say@iran,0,5,"[0, 0, 0.30000000000000004, 0]"
military@say@iran,0,6,"[0.5875440658049353, 0, 0.2, 0]"
military@say@iran,0,7,"[37.0152761457109, 0, 10.19999999999998, 0]"
military@say@iran,0,8,"[14.68860164512339, 0, 17.799999999999983, 6.666666666666667]"
military@say@iran,0,9,"[10.575793184488838, 0, 25.500000000000092, 6.666666666666667]"
military@say@iran,0,10,"[8.81316098707403, 0, 25.000000000000085, 33.333333333333336]"
military@say@iran,0,11,"[9.400705052878966, 0, 15.299999999999962, 0]"
military@say@iran,0,12,"[2.3501762632197414, 0, 16.89999999999997, 6.666666666666667]"
military@say@iran,0,13,"[4.700352526439482, 0, 9.699999999999982, 6.666666666666667]"
military@say@iran,0,14,"[4.112808460634547, 0, 10.09999999999998, 0]"
military@say@iran,0,15,"[1.762632197414806, 0, 5.899999999999995, 0]"
military@say@iran,0,16,"[2.9377203290246765, 0, 5.399999999999997, 0]"
military@say@iran,0,17,"[0, 0, 2.400000000000001, 0]"
military@say@iran,0,18,"[0, 0, 5.299999999999997, 20.0]"
military@say@iran,0,19,"[0, 0, 0.5, 0]"
military@say@iran,0,20,"[1.1750881316098707, 0, 4.999999999999998, 0]"
military@say@iran,0,21,"[0.5875440658049353, 0, 1.3, 0]"
military@say@iran,0,22,"[0.5875440658049353, 0, 2.1000000000000005, 0]"
military@say@iran,0,23,"[0, 0, 0.2, 0]"
military@say@iran,0,24,"[1.1750881316098707, 0, 0.4, 0]"
military@say@iran,0,26,"[0.5875440658049353, 0, 1.8000000000000005, 0]"
military@say@iran,0,27,"[0, 0, 0.6, 0]"
military@say@iran,0,28,"[0, 0, 0.6, 0]"
military@say@iran,0,29,"[0, 0, 0.1, 0]"
military@say@iran,0,30,"[3.5252643948296116, 0, 0.7999999999999999, 0]"
military@say@iran,0,31,"[0, 0, 0.2, 0]"
state department@say@62 year old soleimani,1,3,"[0.5875440658049353, 50.0, 0.7, 0]"
state department@say@62 year old soleimani,1,4,"[1.1750881316098707, 0, 0.7999999999999999, 0]"
state department@say@62 year old soleimani,1,5,"[0.5875440658049353, 0, 0.1, 0]"
state department@say@62 year old soleimani,1,6,"[0, 0, 0.1, 0]"
state department@say@62 year old soleimani,1,7,"[5.287896592244417, 0, 0.7999999999999999, 0]"
state department@say@62 year old soleimani,1,8,"[2.9377203290246765, 0, 1.0999999999999999, 0]"
state department@say@62 year old soleimani,1,9,"[0.5875440658049353, 0, 1.2, 0]"
state department@say@62 year old soleimani,1,10,"[0, 0, 1.2, 0]"
state department@say@62 year old soleimani,1,11,"[1.762632197414806, 0, 0.9999999999999999, 0]"
state department@say@62 year old soleimani,1,12,"[0, 0, 0.7999999999999999, 0]"
state department@say@62 year old soleimani,1,13,"[0, 0, 0.4, 0]"
state department@say@62 year old soleimani,1,14,"[0, 0, 0.5, 0]"
state department@say@62 year old soleimani,1,15,"[0, 0, 0.30000000000000004, 0]"
state department@say@62 year old soleimani,1,16,"[0, 0, 0.1, 0]"
state department@say@62 year old soleimani,1,21,"[0.5875440658049353, 0, 0.2, 0]"
state department@say@62 year old soleimani,1,22,"[0.5875440658049353, 0, 0.2, 0]"
state department@say@62 year old soleimani,1,24,"[0, 0, 0.4, 0]"
state department@say@62 year old soleimani,1,26,"[0, 0, 0.1, 0]"
state department@say@62 year old soleimani,1,27,"[3.5252643948296116, 0, 0.4, 0]"
state department@say@62 year old soleimani,1,28,"[0, 0, 0.8999999999999999, 0]"
state department@say@62 year old soleimani,1,29,"[0, 0, 0.1, 0]"
state department@say@62 year old soleimani,1,30,"[0.5875440658049353, 0, 0.1, 0]"
candidates colour@saw@month,2,5,"[0.5875440658049353, 0, 0, 0]"
candidates colour@saw@month,2,7,"[0.5875440658049353, 0, 0, 0]"
candidates colour@saw@month,2,8,"[0.5875440658049353, 0, 0.1, 0]"
candidates colour@saw@month,2,9,"[0.5875440658049353, 0, 0.5, 0]"
candidates colour@saw@month,2,10,"[0, 0, 0.2, 0]"
candidates colour@saw@month,2,11,"[0, 0, 0.2, 0]"
candidates colour@saw@month,2,14,"[0, 0, 0.2, 0]"
candidates colour@saw@month,2,19,"[0, 0, 0.1, 0]"
candidates colour@saw@month,2,20,"[0, 0, 0.1, 0]"
candidates colour@saw@month,2,29,"[0, 0, 0.1, 0]"
