name,id,time,event
police@be take into@attack,0,4,"[6.0, 0, 4.25, 0]"
police@be take into@attack,0,5,"[1.0, 0, 1.6875, 1.25]"
police@be take into@attack,0,6,"[1.0, 0, 1.0, 1.25]"
police@be take into@attack,0,7,"[0.5, 0, 0.375, 0]"
police@be take into@attack,0,8,"[1.5, 0, 2.0625, 0]"
police@be take into@attack,0,9,"[0, 0, 0.1875, 0]"
police@be take into@attack,0,10,"[0, 0, 0.0625, 1.25]"
police@be take into@attack,0,11,"[0, 0, 0.3125, 0]"
police@be take into@attack,0,12,"[0, 0, 0.3125, 0]"
police@be take into@attack,0,14,"[0, 0, 0.0625, 0]"
police@be take into@attack,0,15,"[0, 0, 1.0625, 0]"
police@be take into@attack,0,16,"[1.0, 0, 1.5625, 2.5]"
police@be take into@attack,0,17,"[2.5, 0, 2.75, 0]"
police@be take into@attack,0,18,"[4.0, 0, 5.75, 0]"
police@be take into@attack,0,19,"[0.5, 0, 4.1875, 0]"
police@be take into@attack,0,20,"[4.0, 0, 6.4375, 3.75]"
police@be take into@attack,0,21,"[4.0, 0, 5.25, 1.25]"
police@be take into@attack,0,22,"[1.0, 0, 3.875, 1.25]"
police@be take into@attack,0,23,"[4.0, 0, 6.25, 0]"
police@be take into@attack,0,24,"[10.0, 0, 12.5, 3.75]"
police@be take into@attack,0,25,"[1.0, 0, 7.75, 3.75]"
police@be take into@attack,0,26,"[0.5, 0, 1.75, 0]"
police@be take into@attack,0,27,"[0.5, 0, 0.4375, 0]"
police@be take into@attack,0,28,"[0.5, 0, 0.8125, 0]"
police@be take into@attack,0,29,"[0, 0, 0.875, 0]"
police@be take into@attack,0,30,"[0, 0, 0.1875, 0]"
police@be take into@attack,0,31,"[1.5, 0, 0.375, 0]"
police@be take into@attack,0,32,"[2.5, 0, 0.5625, 1.25]"
police@be take into@attack,0,33,"[0, 0, 0.125, 0]"
police@be take into@attack,0,35,"[0, 0, 0.25, 0]"
police@be take into@attack,0,36,"[0, 0, 0.0625, 0]"
police@be take into@attack,0,37,"[0, 0, 0.0625, 0]"
police@be take into@attack,0,38,"[0, 0, 0.375, 0]"
police@be take into@attack,0,39,"[0.5, 0, 4.6875, 1.25]"
police@be take into@attack,0,40,"[0.5, 0, 2.25, 1.25]"
police@be take into@attack,0,41,"[0, 0, 0.1875, 0]"
police@be take into@attack,0,42,"[0, 0, 0.875, 0]"
police@be take into@attack,0,43,"[0, 0, 1.0, 0]"
police@be take into@attack,0,44,"[0.5, 0, 0.4375, 0]"
police@be take into@attack,0,45,"[1.5, 0, 1.0, 0]"
jesse@ s wear like@neck tie,1,7,"[0.5, 0, 0.0625, 0]"
jesse@ s wear like@neck tie,1,24,"[0.5, 0, 0.125, 0]"
police@say@hollywood reporter,2,4,"[4.0, 0, 2.625, 0]"
police@say@hollywood reporter,2,5,"[1.0, 0, 1.0625, 0]"
police@say@hollywood reporter,2,6,"[1.0, 0, 1.0625, 0]"
police@say@hollywood reporter,2,7,"[0.5, 0, 0.3125, 0]"
police@say@hollywood reporter,2,8,"[1.5, 0, 1.5625, 0]"
police@say@hollywood reporter,2,10,"[0, 0, 0.0625, 0]"
police@say@hollywood reporter,2,11,"[0, 0, 0.1875, 0]"
police@say@hollywood reporter,2,12,"[0, 0, 0.25, 0]"
police@say@hollywood reporter,2,14,"[0, 0, 0.0625, 0]"
police@say@hollywood reporter,2,15,"[0, 0, 1.0, 0]"
police@say@hollywood reporter,2,16,"[0, 0, 1.3125, 0]"
police@say@hollywood reporter,2,17,"[2.0, 0, 2.1875, 0]"
police@say@hollywood reporter,2,18,"[3.5, 0, 4.875, 0]"
police@say@hollywood reporter,2,19,"[0.5, 0, 3.375, 0]"
police@say@hollywood reporter,2,20,"[3.5, 0, 5.25, 0]"
police@say@hollywood reporter,2,21,"[3.5, 0, 4.6875, 0]"
police@say@hollywood reporter,2,22,"[1.0, 0, 3.125, 0]"
police@say@hollywood reporter,2,23,"[1.5, 0, 4.625, 0]"
police@say@hollywood reporter,2,24,"[6.0, 0, 8.9375, 0]"
police@say@hollywood reporter,2,25,"[0.5, 0, 5.6875, 0]"
police@say@hollywood reporter,2,26,"[0.5, 0, 1.3125, 0]"
police@say@hollywood reporter,2,27,"[0.5, 0, 0.25, 0]"
police@say@hollywood reporter,2,28,"[0.5, 0, 0.6875, 0]"
police@say@hollywood reporter,2,29,"[0, 0, 0.75, 0]"
police@say@hollywood reporter,2,30,"[0, 0, 0.1875, 0]"
police@say@hollywood reporter,2,31,"[2.0, 0, 0.1875, 0]"
police@say@hollywood reporter,2,32,"[0.5, 0, 0.5, 0]"
police@say@hollywood reporter,2,33,"[0, 0, 0.125, 0]"
police@say@hollywood reporter,2,35,"[0, 0, 0.25, 0]"
police@say@hollywood reporter,2,38,"[0, 0, 0.3125, 0]"
police@say@hollywood reporter,2,39,"[0.5, 0, 3.8125, 0]"
police@say@hollywood reporter,2,40,"[0.5, 0, 1.5625, 0]"
police@say@hollywood reporter,2,41,"[0, 0, 0.0625, 0]"
police@say@hollywood reporter,2,42,"[0, 0, 0.5625, 0]"
police@say@hollywood reporter,2,43,"[0, 0, 0.5625, 0]"
police@say@hollywood reporter,2,44,"[0.5, 0, 0.3125, 0]"
police@say@hollywood reporter,2,45,"[1.5, 0, 0.75, 0]"
kelly@will be remove from@new york,3,4,"[0.5, 0, 0.0625, 0]"
kelly@will be remove from@new york,3,5,"[0, 0, 0.0625, 0]"
kelly@will be remove from@new york,3,7,"[0, 0, 0.0625, 0]"
kelly@will be remove from@new york,3,8,"[0, 0, 0.1875, 0]"
kelly@will be remove from@new york,3,9,"[1.0, 0, 0, 0]"
kelly@will be remove from@new york,3,11,"[1.0, 0, 0, 0]"
kelly@will be remove from@new york,3,15,"[0, 0, 0.125, 0]"
kelly@will be remove from@new york,3,16,"[0, 0, 0.0625, 0]"
kelly@will be remove from@new york,3,19,"[0.5, 0, 0, 0]"
kelly@will be remove from@new york,3,20,"[0.5, 0, 0.125, 0]"
